"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"989123332699176960","","","2018-04-25 12:45:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @POKOTennislove: 東工大の教授の人生だそうで https://t.co/NflxSSpoy0","988957635801104384","2789480298","2018-04-25 01:47:28 +0000","https://twitter.com/POKOTennislove/status/988957635801104384/photo/1,https://twitter.com/POKOTennislove/status/988957635801104384/photo/1"
"989123179879677954","","","2018-04-25 12:45:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","すげぇな https://t.co/IWVxXhsZuX","","","","https://twitter.com/syunpon217/status/989123179879677954/photo/1"
"989122693931745280","","","2018-04-25 12:43:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Unityへの意識がって意味ね https://t.co/0JzfvvKuYx","","","","https://twitter.com/syunpon217/status/989095086964211712"
"989122423730536448","","","2018-04-25 12:42:17 +0000","<a href=""https://peing.net"" rel=""nofollow"">Peing</a>","センスがあったらしてるんだけどねぇ... 

#peing #質問箱 https://t.co/Oyt5H4YdX2 https://t.co/1bTsac7BMZ","","","","https://peing.net/ja/qs/37405902,https://twitter.com/syunpon217/status/989122423730536448/photo/1"
"989122218444517376","","","2018-04-25 12:41:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","そんなにわかるもんなのかね... https://t.co/kqpZFEx1Ek","","","","https://twitter.com/radran10/status/989121774045417472"
"989114702524366849","","","2018-04-25 12:11:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @gizmodojapan: 『ドラゴンクエストVR』体験の様子 https://t.co/ePaTKM8Z1V","989113343066570754","16181752","2018-04-25 12:06:12 +0000","https://twitter.com/gizmodojapan/status/989113343066570754/video/1,https://twitter.com/gizmodojapan/status/989113343066570754/video/1"
"989108843337535488","","","2018-04-25 11:48:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Fuku_Daifuku59: @syunpon217 あたしがいつも荒野行動でお世話になってる人
超面白い","989107912571146241","905013489005060096","2018-04-25 11:44:37 +0000",""
"989108827067899904","989107912571146241","905013489005060096","2018-04-25 11:48:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Fuku_Daifuku59 そうだったのか笑","","","",""
"989108685774319617","","","2018-04-25 11:47:42 +0000","<a href=""https://peing.net"" rel=""nofollow"">Peing</a>","ないけどなんで？ 

#peing #質問箱 https://t.co/t4lT2XArFS https://t.co/NDTORnjfik","","","","https://peing.net/ja/qs/37395382,https://twitter.com/syunpon217/status/989108685774319617/photo/1"
"989108309037797379","","","2018-04-25 11:46:12 +0000","<a href=""https://peing.net"" rel=""nofollow"">Peing</a>","「リ  ム  ー  ブ」って知ってルゥ？
普通にリムればいいじゃん
リムれない理由でもあんのかね 

#peing #質問箱 https://t.co/87owIPLWt8 https://t.co/z2yOnHX1ah","","","","https://peing.net/ja/qs/37394883,https://twitter.com/syunpon217/status/989108309037797379/photo/1"
